"blind_item_id","user_story_id","question_text_raw","segment_id","segment_text","normalized_need","mapped_gap_id","mapping_status","notes"
"B0210","US25","[NEEDS CLARIFICATION] Should recommendable content be limited to items directly associated with eligible news events, or may it include broader topical/regional content related to those events?","","","","","",""
"B0211","US25","[NEEDS CLARIFICATION] Should recommendations be ordered strictly by a relevance score combining recency and assigned event importance?","","","","","",""
"B0212","US25","[NEEDS CLARIFICATION] What kinds of content items are eligible for recommendation: news articles only, or also related non-news content?","","","","","",""
"B0213","US25","[NEEDS CLARIFICATION] When no local recommendations are available, should the system inform the user that none exist instead of falling back to broader-area or general recommendations?","","","","","",""
"B0214","US25","[NEEDS CLARIFICATION] What time window defines a news event as “current” versus “stale” for recommendation eligibility?","","","","","",""
"B0215","US25","[NEEDS CLARIFICATION] Is the user’s area strictly the municipality stored in the profile service, or must users also be able to confirm/change the area within the recommendation experience?","","","","","",""
"B0216","US25","[NEEDS CLARIFICATION] What time window defines a “current” news event versus a stale one?","","","","","",""
"B0217","US25","[NEEDS CLARIFICATION] Should the system return a maximum of ten recommendations?","","","","","",""
"B0218","US25","[NEEDS CLARIFICATION] What geographic precision should “my area” use for recommendations: neighborhood, city, metro region, county/state, or a user-selectable radius?","","","","","",""
"B0219","US25","[NEEDS CLARIFICATION] How should the system rank “most relevant” local news events when recency, local significance, and content availability disagree?","","","","","",""
"B0220","US25","[NEEDS CLARIFICATION] When no eligible local news events exist, should the system return broader/general recommendations, or should it state that no local recommendations are available without widening the region?","","","","","",""
"B0221","US25","[NEEDS CLARIFICATION] Should users see an explanation that a recommendation is based on a specific local news event?","","","","","",""
"B0222","US25","[NEEDS CLARIFICATION] What fallback geographic scope should be used when no relevant news exists for the user’s municipality?","","","","","",""
"B0223","US25","[NEEDS CLARIFICATION] How should “most relevant” be weighted when recency, local significance, and available content fit conflict?","","","","","",""
"B0224","US25","[NEEDS CLARIFICATION] Should “my area” be strictly the municipality registered in the profile service, or should users also be able to confirm/change the area within the recommendation experience?","","","","","",""
"B0225","US25","[NEEDS CLARIFICATION] How should “most relevant” rank recency, local significance, and match to available recommendable content when these factors conflict?","","","","","",""
"B0226","US25","[NEEDS CLARIFICATION] How should “most relevant” be weighted among recency, local significance, and match to available content?","","","","","",""
"B0227","US25","[NEEDS CLARIFICATION] What sources or inputs provide the local news events, and are they already available to the recommendation system?","","","","","",""
"B0228","US25","[NEEDS CLARIFICATION] What geographic precision should “my area” use for recommendations: neighborhood, city, region, radius around current location, or user-selected boundary?","","","","","",""
"B0229","US25","[NEEDS CLARIFICATION] If the profile service has no registered municipality for the user, what should the recommendation experience do?","","","","","",""
"B0230","US25","[NEEDS CLARIFICATION] Which news-event sources or signals are considered authoritative enough to drive recommendations?","","","","","",""
"B0231","US25","[NEEDS CLARIFICATION] What makes a news event “eligible” for recommendations from the registered news sources?","","","","","",""
"B0232","US25","[NEEDS CLARIFICATION] If fewer than ten eligible local recommendations are available, should the system return only the available local recommendations or fill remaining slots with non-local/general content?","","","","","",""
"B0233","US25","[NEEDS CLARIFICATION] Who or what assigns the “importance” value for a news event, and what scale or categories should it use?","","","","","",""
"B0234","US25","[NEEDS CLARIFICATION] What should happen if the municipality in the profile service is missing, invalid, or outdated?","","","","","",""
"B0235","US25","[NEEDS CLARIFICATION] Should the recommendation result include an explanation or rationale tying each content item to the local news event, or only return the ranked content items?","","","","","",""
"B0236","US25","[NEEDS CLARIFICATION] Should the feature follow the context rule that only news events from the last 24 hours are eligible, making older events stale?","","","","","",""
"B0237","US25","[NEEDS CLARIFICATION] What time window defines a news event as “current” versus stale?","","","","","",""
"B0238","US25","[NEEDS CLARIFICATION] Should “current” news events be defined strictly as events from the last 24 hours?","","","","","",""
"B0239","US25","[NEEDS CLARIFICATION] What sources or existing system inputs provide the “current news events” used for recommendation ranking?","","","","","",""
"B0240","US25","[NEEDS CLARIFICATION] How should local news relevance be weighted against the user’s existing personalization or general recommendation signals?","","","","","",""
"B0241","US25","[NEEDS CLARIFICATION] How should “most relevant” be ranked when recency, local significance, and content availability conflict?","","","","","",""
"B0242","US25","[NEEDS CLARIFICATION] When no local news events from the last 24 hours are available, should the system return no local recommendations with a message, or fall back to broader-area/general recommendations?","","","","","",""
"B0243","US25","[NEEDS CLARIFICATION] What qualifies a news event as “current” versus stale for recommendation purposes?","","","","","",""
"B0244","US25","[NEEDS CLARIFICATION] What geographic precision defines “my area” for eligibility: neighborhood, city, region, or another boundary?","","","","","",""
"B0245","US25","[NEEDS CLARIFICATION] What time window defines a news event as “current” versus “stale” for recommendation ranking?","","","","","",""
"B0246","US25","[NEEDS CLARIFICATION] Should recommendations expose any explanation that they were influenced by local news events, or is news-based ranking internal only?","","","","","",""
"B0247","US25","[NEEDS CLARIFICATION] What types of content are eligible for recommendation, and how should content be matched to a news event?","","","","","",""
"B0248","US25","[NEEDS CLARIFICATION] What does “importance attributed to the event” mean operationally: is it supplied by the news service, computed by this feature, or configured by editors/admins?","","","","","",""
"B0249","US25","[NEEDS CLARIFICATION] What should happen when the user profile has no associated municipality or the municipality cannot be resolved?","","","","","",""
"B0250","US25","[NEEDS CLARIFICATION] Should relevance ranking use only the combined score of recency and assigned event importance, or should content fit/availability also affect the ranking score?","","","","","",""
"B0251","US25","[NEEDS CLARIFICATION] What content should be recommended when no eligible news event exists for the user’s municipality, given the context defines recommended content as content associated with an eligible news event?","","","","","",""
"B0252","US25","[NEEDS CLARIFICATION] When no eligible local news events exist in the user’s municipality within the last 24 hours, should the system return an empty/local-unavailable state only, or still provide non-local/general recommendations?","","","","","",""
"B0253","US25","[NEEDS CLARIFICATION] Should “my area” be strictly the municipality associated with the user profile, or may the user override it with a manually selected/provided area?","","","","","",""
"B0254","US25","[NEEDS CLARIFICATION] What makes a news event “eligible” for recommendation: any event from registered news sources, or only events meeting additional criteria such as freshness, source trust, category, or moderation status?","","","","","",""
"B0255","US25","[NEEDS CLARIFICATION] What geographic granularity should “my area” use from the registered profile location: neighborhood, city, region/state, or another boundary?","","","","","",""
"B0256","US25","[NEEDS CLARIFICATION] How should “most relevant” news events be scored or prioritized when recency, local significance, and content availability conflict?","","","","","",""
"B0257","US25","[NEEDS CLARIFICATION] How should “most relevant” be weighted between recency, municipal locality, event significance, and availability of associated content?","","","","","",""
"B0258","US25","[NEEDS CLARIFICATION] If the profile service has no municipality for the user, should the system ask the user to set one before showing local recommendations, or should it return no local recommendations?","","","","","",""
"B0259","US25","[NEEDS CLARIFICATION] When no eligible local news events exist in the last 24 hours, should the system return no local recommendations with an explicit “no local recommendations available” message, or fall back to broader-area/general recommendations?","","","","","",""
"B0260","US25","[NEEDS CLARIFICATION] How should the relevance score combine recency and event importance: fixed weights, configurable weights, or another scoring rule?","","","","","",""
"B0261","US25","[NEEDS CLARIFICATION] What geographic granularity should “my area” use for profile-based location: neighborhood, city, region, ZIP/postal code, or another boundary?","","","","","",""
"B0262","US25","[NEEDS CLARIFICATION] What evidence or signal from the news service determines that a news event is locally significant enough to influence ranking?","","","","","",""
"B0263","US25","[NEEDS CLARIFICATION] What geographic granularity should “my area” use from the registered profile location, such as neighborhood, city, metro area, region, or another boundary?","","","","","",""
"B0264","US25","[NEEDS CLARIFICATION] What freshness threshold defines a news event as current versus stale?","","","","","",""
"B0265","US25","[NEEDS CLARIFICATION] What geographic granularity should “my area” use for recommendations: neighborhood, city, region, or another boundary?","","","","","",""
"B0266","US25","[NEEDS CLARIFICATION] Should “user’s area” be restricted to the municipality associated with the user profile, or should users also be able to confirm/change it as the spec currently states?","","","","","",""
"B0267","US25","[NEEDS CLARIFICATION] When no eligible local news events exist, should the system return broader/general recommendations as currently specified, or should it state that no local recommendations are available and avoid expanding the region as stated in context?","","","","","",""
"B0268","US25","[NEEDS CLARIFICATION] Should users be able to change the recommendation area directly in this feature, or is the area always controlled only by the municipality stored in the profile service?","","","","","",""
"B0269","US25","[NEEDS CLARIFICATION] What geographic fallback should the system use when the user’s registered municipality has no relevant news events?","","","","","",""
