"question_uid","run_id","user_story_id","condition","repetition","attempt","question_order","question_text_raw","segment_id","segment_text","normalized_need","mapped_gap_id","mapping_status","notes"
"US18_CL_R2_Q03","US18_CL_R2","US18","CL","2","1","3","[NEEDS CLARIFICATION] Are there any required constraints on estimator names beyond non-empty and not whitespace-only, such as maximum length or disallowed characters?","","","","","",""
"US18_CL_R3_Q01","US18_CL_R3","US18","CL","3","1","1","[NEEDS CLARIFICATION] What makes an estimator “authorized” to join a game from the received URL?","","","","","",""
"US18_CL_R3_Q02","US18_CL_R3","US18","CL","3","1","2","[NEEDS CLARIFICATION] What exact game states should make a URL “not joinable” or “no longer accepting participants”?","","","","","",""
"US18_CL_R3_Q03","US18_CL_R3","US18","CL","3","1","3","[NEEDS CLARIFICATION] Should two different estimators be allowed to join the same game using the same display name?","","","","","",""
"US18_CL_R3_Q04","US18_CL_R3","US18","CL","3","1","4","[NEEDS CLARIFICATION] How should the system identify and prevent duplicate participant entries from repeated submissions of the same join attempt?","","","","","",""
"US18_CO_R1_Q01","US18_CO_R1","US18","CO","1","1","1","[NEEDS CLARIFICATION] Should valid estimator names be limited to 1-50 characters, as stated in the operational context?","","","","","",""
"US18_CO_R1_Q02","US18_CO_R1","US18","CO","1","1","2","[NEEDS CLARIFICATION] When an active estimator in the same session already uses the submitted name, should the join be rejected with an error instead of creating another participant?","","","","","",""
"US18_CO_R1_Q03","US18_CO_R1","US18","CO","1","1","3","[NEEDS CLARIFICATION] After a successful join, should the estimator be redirected to the active game page, rather than only shown a confirmation/participating state?","","","","","",""
"US18_CO_R2_Q01","US18_CO_R2","US18","CO","2","1","1","[NEEDS CLARIFICATION] Should estimator names be trimmed before validation/storage/display, or should leading/trailing spaces be preserved when the name is accepted?","","","","","",""
"US18_CO_R2_Q02","US18_CO_R2","US18","CO","2","1","2","[NEEDS CLARIFICATION] When an active estimator name is already in use within the same session, what exact behavior should occur: block the join with an error, allow a renamed duplicate, or treat it as reconnecting the same estimator?","","","","","",""
"US18_CO_R2_Q03","US18_CO_R2","US18","CO","2","1","3","[NEEDS CLARIFICATION] After a successful join, should the estimator see an intermediate confirmation state, be immediately redirected to the active game page, or both?","","","","","",""
"US18_CO_R2_Q04","US18_CO_R2","US18","CO","2","1","4","[NEEDS CLARIFICATION] For an invalid or unavailable invite URL, should the system expose one generic message or distinguish between invalid invite, unavailable invite, and closed session?","","","","","",""
"US18_CO_R3_Q01","US18_CO_R3","US18","CO","3","1","1","[NEEDS CLARIFICATION] If an estimator submits a name already used by another active estimator in the same session, what exact outcome should occur: block with an error, allow after disambiguation, or treat as the same participant?","","","","","",""
"US18_CO_R3_Q02","US18_CO_R3","US18","CO","3","1","2","[NEEDS CLARIFICATION] After a successful join, should the estimator only see confirmation, or must they be redirected immediately to the active game page?","","","","","",""
"US18_CO_R3_Q03","US18_CO_R3","US18","CO","3","1","3","[NEEDS CLARIFICATION] What should happen when the same browser/page submits the join action more than once with the same valid name: ignore the duplicate, show the existing participation state, or return an error?","","","","","",""
"US18_CD_R1_Q01","US18_CD_R1","US18","CD","1","1","1","[NEEDS CLARIFICATION] What determines whether a game is “no longer accepting participants” for the join flow?","","","","","",""
"US18_CD_R1_Q02","US18_CD_R1","US18","CD","1","1","2","[NEEDS CLARIFICATION] How should the system identify and prevent duplicate participant entries from repeated submissions without requiring account creation or authentication?","","","","","",""
"US18_CD_R1_Q03","US18_CD_R1","US18","CD","1","1","3","[NEEDS CLARIFICATION] Are there any required constraints for estimator display names beyond non-empty and non-whitespace, such as maximum length, allowed characters, or duplicate names within the same game?","","","","","",""
"US18_CD_R2_Q01","US18_CD_R2","US18","CD","2","1","1","[NEEDS CLARIFICATION] Should multiple estimators be allowed to join the same game using the same display name, or must names be unique within a game?","","","","","",""
"US18_CD_R2_Q02","US18_CD_R2","US18","CD","2","1","2","[NEEDS CLARIFICATION] After joining without an account, how should the system recognize the same estimator on refresh or return visit to avoid duplicate participation?","","","","","",""
"US18_CD_R2_Q03","US18_CD_R2","US18","CD","2","1","3","[NEEDS CLARIFICATION] What exact condition determines that a game is “no longer accepting participants” for this join flow?","","","","","",""
"US18_CD_R3_Q01","US18_CD_R3","US18","CD","3","1","1","[NEEDS CLARIFICATION] Should two estimators in the same game be allowed to join with the same display name?","","","","","",""
"US18_CD_R3_Q02","US18_CD_R3","US18","CD","3","1","2","[NEEDS CLARIFICATION] After a successful join, should the estimator be taken directly into the game interface, or is a confirmation/participating state sufficient for this feature?","","","","","",""
"US18_CD_R3_Q03","US18_CD_R3","US18","CD","3","1","3","[NEEDS CLARIFICATION] What condition defines that a game is “no longer accepting participants” for this join flow?","","","","","",""
"US18_CS_R1_Q01","US18_CS_R1","US18","CS","1","1","1","[NEEDS CLARIFICATION] How should the system identify a repeated join attempt from the same estimator/page so it can avoid creating duplicate participant entries?","","","","","",""
"US18_CS_R1_Q02","US18_CS_R1","US18","CS","1","1","2","[NEEDS CLARIFICATION] What condition determines that a game is “no longer accepting participants”?","","","","","",""
"US18_CS_R1_Q03","US18_CS_R1","US18","CS","1","1","3","[NEEDS CLARIFICATION] Are duplicate estimator display names allowed within the same game, or must each participant name be unique per game?","","","","","",""
"US18_CS_R1_Q04","US18_CS_R1","US18","CS","1","1","4","[NEEDS CLARIFICATION] Are there any constraints on valid estimator names beyond being non-empty and not whitespace-only, such as maximum length or forbidden characters?","","","","","",""
"US18_CS_R2_Q01","US18_CS_R2","US18","CS","2","1","1","[NEEDS CLARIFICATION] How should the system identify “the same join attempt” to prevent duplicate participant entries: same browser/session, same entered name within the same game, or another identifier?","","","","","",""
"US18_CS_R3_Q01","US18_CS_R3","US18","CS","3","1","1","[NEEDS CLARIFICATION] How should the system identify “the same join attempt” to prevent duplicate participants: browser session, exact estimator name within the game, authenticated user identity, or another mechanism?","","","","","",""
"US18_CS_R3_Q02","US18_CS_R3","US18","CS","3","1","2","[NEEDS CLARIFICATION] Are there any display-name constraints beyond non-empty/non-whitespace, such as maximum length, allowed characters, or duplicate names within the same game?","","","","","",""
"US18_CS_R3_Q03","US18_CS_R3","US18","CS","3","1","3","[NEEDS CLARIFICATION] After a successful join, should the estimator remain recognized as joined if they refresh or reopen the same game URL later?","","","","","",""
"US18_CT_R1_Q01","US18_CT_R1","US18","CT","1","1","1","[NEEDS CLARIFICATION] How should the system handle an estimator entering a name already used by another active estimator in the same game session?","","","","","",""
"US18_CT_R1_Q02","US18_CT_R1","US18","CT","1","1","2","[NEEDS CLARIFICATION] After a successful join, should the estimator remain on a confirmation state or be immediately redirected to the active game page?","","","","","",""
"US18_CT_R1_Q03","US18_CT_R1","US18","CT","1","1","3","[NEEDS CLARIFICATION] For repeated submissions from the same page without authentication, what identifier should determine that this is the same join attempt rather than a new estimator with the same name?","","","","","",""
"US18_CT_R2_Q01","US18_CT_R2","US18","CT","2","1","1","[NEEDS CLARIFICATION] What should happen when a submitted name is already used by another active estimator in the same game session?","","","","","",""
"US18_CT_R2_Q02","US18_CT_R2","US18","CT","2","1","2","[NEEDS CLARIFICATION] Should names longer than 50 characters be blocked, truncated, or otherwise handled?","","","","","",""
"US18_CT_R2_Q03","US18_CT_R2","US18","CT","2","1","3","[NEEDS CLARIFICATION] After a successful join, should the estimator remain on a confirmation state or be redirected immediately to the active game page?","","","","","",""
"US18_CT_R3_Q01","US18_CT_R3","US18","CT","3","1","1","[NEEDS CLARIFICATION] Should estimator names be treated as case-sensitive or case-insensitive when preventing duplicate active names within the same game session?","","","","","",""
"US18_CT_R3_Q02","US18_CT_R3","US18","CT","3","1","2","[NEEDS CLARIFICATION] What should happen when an estimator tries to join with a name already used by another active estimator in the same session?","","","","","",""
"US18_CT_R3_Q03","US18_CT_R3","US18","CT","3","1","3","[NEEDS CLARIFICATION] After a successful join, must the estimator be redirected to the active game page, or is an on-page participating confirmation sufficient?","","","","","",""
"US25_C0_R1_Q01","US25_C0_R1","US25","C0","1","1","1","[NEEDS CLARIFICATION] What geographic precision should “my area” use for recommendations: neighborhood, city, metro region, county/state, or a user-selectable radius?","","","","","",""
"US25_C0_R1_Q02","US25_C0_R1","US25","C0","1","1","2","[NEEDS CLARIFICATION] What time window defines a “current” news event versus a stale one?","","","","","",""
"US25_C0_R1_Q03","US25_C0_R1","US25","C0","1","1","3","[NEEDS CLARIFICATION] What sources or inputs provide the local news events, and are they already available to the recommendation system?","","","","","",""
"US25_C0_R1_Q04","US25_C0_R1","US25","C0","1","1","4","[NEEDS CLARIFICATION] What types of content are eligible for recommendation, and must they be news articles specifically or any related content?","","","","","",""
"US25_C0_R1_Q05","US25_C0_R1","US25","C0","1","1","5","[NEEDS CLARIFICATION] How should “most relevant” be weighted when recency, local significance, and available content fit conflict?","","","","","",""
"US25_C0_R2_Q01","US25_C0_R2","US25","C0","2","1","1","[NEEDS CLARIFICATION] What geographic granularity should “my area” use for recommendations: neighborhood, city, region, or another boundary?","","","","","",""
"US25_C0_R2_Q02","US25_C0_R2","US25","C0","2","1","2","[NEEDS CLARIFICATION] What time window defines a news event as “current” versus stale?","","","","","",""
"US25_C0_R2_Q03","US25_C0_R2","US25","C0","2","1","3","[NEEDS CLARIFICATION] What types of content are eligible to be recommended based on local news events?","","","","","",""
"US25_C0_R2_Q04","US25_C0_R2","US25","C0","2","1","4","[NEEDS CLARIFICATION] How should “most relevant” be weighted among recency, local significance, and match to available content?","","","","","",""
"US25_C0_R2_Q05","US25_C0_R2","US25","C0","2","1","5","[NEEDS CLARIFICATION] Should users see an explanation that a recommendation is based on a specific local news event?","","","","","",""
"US25_C0_R3_Q01","US25_C0_R3","US25","C0","3","1","1","[NEEDS CLARIFICATION] What geographic precision should “my area” use for recommendations: neighborhood, city, region, radius around current location, or user-selected boundary?","","","","","",""
"US25_C0_R3_Q02","US25_C0_R3","US25","C0","3","1","2","[NEEDS CLARIFICATION] What sources or existing system inputs provide the “current news events” used for recommendation ranking?","","","","","",""
"US25_C0_R3_Q03","US25_C0_R3","US25","C0","3","1","3","[NEEDS CLARIFICATION] How should the system define “current” versus stale news events, including any time window or expiration rule?","","","","","",""
"US25_C0_R3_Q04","US25_C0_R3","US25","C0","3","1","4","[NEEDS CLARIFICATION] What types of content are eligible for recommendation, and how should content be matched to a news event?","","","","","",""
"US25_C0_R3_Q05","US25_C0_R3","US25","C0","3","1","5","[NEEDS CLARIFICATION] How should local news relevance be weighted against the user’s existing personalization or general recommendation signals?","","","","","",""
"US25_CL_R1_Q01","US25_CL_R1","US25","CL","1","1","1","[NEEDS CLARIFICATION] What time window defines a news event as “current” versus “stale” for recommendation eligibility?","","","","","",""
"US25_CL_R1_Q02","US25_CL_R1","US25","CL","1","1","2","[NEEDS CLARIFICATION] What criteria make a news event from registered news sources “eligible” to drive recommendations?","","","","","",""
"US25_CL_R1_Q03","US25_CL_R1","US25","CL","1","1","3","[NEEDS CLARIFICATION] How should “most relevant” be weighted between recency, municipal locality, event significance, and availability of associated content?","","","","","",""
"US25_CL_R1_Q04","US25_CL_R1","US25","CL","1","1","4","[NEEDS CLARIFICATION] What should happen when the user profile has no associated municipality or the municipality cannot be resolved?","","","","","",""
"US25_CL_R1_Q05","US25_CL_R1","US25","CL","1","1","5","[NEEDS CLARIFICATION] Should recommendations include only content directly associated with eligible news events, or may they also include broader related topical content as fallback?","","","","","",""
"US25_CL_R2_Q01","US25_CL_R2","US25","CL","2","1","1","[NEEDS CLARIFICATION] Should “my area” be strictly the municipality associated with the user profile, or may the user override it with a manually selected/provided area?","","","","","",""
"US25_CL_R2_Q02","US25_CL_R2","US25","CL","2","1","2","[NEEDS CLARIFICATION] What makes a news event “eligible” for recommendations from the registered news sources?","","","","","",""
"US25_CL_R2_Q03","US25_CL_R2","US25","CL","2","1","3","[NEEDS CLARIFICATION] What freshness threshold defines a news event as current versus stale?","","","","","",""
"US25_CL_R2_Q04","US25_CL_R2","US25","CL","2","1","4","[NEEDS CLARIFICATION] How should “most relevant” be ranked when recency, local significance, and content availability conflict?","","","","","",""
"US25_CL_R2_Q05","US25_CL_R2","US25","CL","2","1","5","[NEEDS CLARIFICATION] Should recommendations explain which local news event caused or influenced each recommended content item?","","","","","",""
"US25_CL_R3_Q01","US25_CL_R3","US25","CL","3","1","1","[NEEDS CLARIFICATION] Should “user’s area” be restricted to the municipality associated with the user profile, or should users also be able to confirm/change it as the spec currently states?","","","","","",""
"US25_CL_R3_Q02","US25_CL_R3","US25","CL","3","1","2","[NEEDS CLARIFICATION] What makes a news event “eligible” for recommendation: any event from registered news sources, or only events meeting additional criteria such as freshness, source trust, category, or moderation status?","","","","","",""
"US25_CL_R3_Q03","US25_CL_R3","US25","CL","3","1","3","[NEEDS CLARIFICATION] How should “most relevant” local news events be ranked when multiple eligible events exist for the same municipality?","","","","","",""
"US25_CL_R3_Q04","US25_CL_R3","US25","CL","3","1","4","[NEEDS CLARIFICATION] What content should be recommended when no eligible news event exists for the user’s municipality, given the context defines recommended content as content associated with an eligible news event?","","","","","",""
"US25_CO_R1_Q01","US25_CO_R1","US25","CO","1","1","1","[NEEDS CLARIFICATION] When no local news events from the last 24 hours are available, should the system return no local recommendations with a message, or fall back to broader-area/general recommendations?","","","","","",""
"US25_CO_R1_Q02","US25_CO_R1","US25","CO","1","1","2","[NEEDS CLARIFICATION] How should the relevance score combine recency and assigned event importance, including weighting and tie-breaking?","","","","","",""
"US25_CO_R1_Q03","US25_CO_R1","US25","CO","1","1","3","[NEEDS CLARIFICATION] What geographic precision defines “my area” for eligibility: neighborhood, city, region, or another boundary?","","","","","",""
"US25_CO_R1_Q04","US25_CO_R1","US25","CO","1","1","4","[NEEDS CLARIFICATION] If fewer than ten eligible local recommendations exist, should the system return only the available local recommendations or fill remaining slots with non-local/general content?","","","","","",""
"US25_CO_R2_Q01","US25_CO_R2","US25","CO","2","1","1","[NEEDS CLARIFICATION] When no eligible local news events exist in the last 24 hours, should the system return no local recommendations with an explicit “no local recommendations available” message, or fall back to broader-area/general recommendations?","","","","","",""
"US25_CO_R2_Q02","US25_CO_R2","US25","CO","2","1","2","[NEEDS CLARIFICATION] What geographic boundary should “my area” use for matching news events: user-selected city/region, inferred current location, neighborhood-level area, or another defined scope?","","","","","",""
"US25_CO_R2_Q03","US25_CO_R2","US25","CO","2","1","3","[NEEDS CLARIFICATION] How should the relevance score combine recency and event importance: fixed weights, configurable weights, or another scoring rule?","","","","","",""
"US25_CO_R2_Q04","US25_CO_R2","US25","CO","2","1","4","[NEEDS CLARIFICATION] Who or what assigns the “importance” value for a news event, and what scale or categories should it use?","","","","","",""
"US25_CO_R2_Q05","US25_CO_R2","US25","CO","2","1","5","[NEEDS CLARIFICATION] If fewer than ten eligible local recommendations are available, should the system return only the available local recommendations or fill remaining slots with non-local/general content?","","","","","",""
"US25_CO_R3_Q01","US25_CO_R3","US25","CO","3","1","1","[NEEDS CLARIFICATION] Should the feature follow the context rule that only news events from the last 24 hours are eligible, making older events stale?","","","","","",""
"US25_CO_R3_Q02","US25_CO_R3","US25","CO","3","1","2","[NEEDS CLARIFICATION] Should the system return a maximum of ten recommendations?","","","","","",""
"US25_CO_R3_Q03","US25_CO_R3","US25","CO","3","1","3","[NEEDS CLARIFICATION] When no local recommendations are available, should the system inform the user that none exist instead of falling back to broader-area or general recommendations?","","","","","",""
"US25_CO_R3_Q04","US25_CO_R3","US25","CO","3","1","4","[NEEDS CLARIFICATION] Should recommendations be ordered strictly by a relevance score combining recency and assigned event importance?","","","","","",""
"US25_CD_R1_Q01","US25_CD_R1","US25","CD","1","1","1","[NEEDS CLARIFICATION] What maximum age should a news event have to count as “current” rather than stale?","","","","","",""
"US25_CD_R1_Q02","US25_CD_R1","US25","CD","1","1","2","[NEEDS CLARIFICATION] What geographic granularity should “my area” use from the registered profile location: neighborhood, city, region/state, or another boundary?","","","","","",""
"US25_CD_R1_Q03","US25_CD_R1","US25","CD","1","1","3","[NEEDS CLARIFICATION] How should the system rank “most relevant” local news events when recency, local significance, and content availability disagree?","","","","","",""
"US25_CD_R1_Q04","US25_CD_R1","US25","CD","1","1","4","[NEEDS CLARIFICATION] What kinds of content items are eligible for recommendation: news articles only, or also related non-news content?","","","","","",""
"US25_CD_R2_Q01","US25_CD_R2","US25","CD","2","1","1","[NEEDS CLARIFICATION] What time window defines a news event as “current” versus “stale” for recommendation ranking?","","","","","",""
"US25_CD_R2_Q02","US25_CD_R2","US25","CD","2","1","2","[NEEDS CLARIFICATION] What geographic granularity should “my area” use from the registered profile location, such as neighborhood, city, metro area, region, or another boundary?","","","","","",""
"US25_CD_R2_Q03","US25_CD_R2","US25","CD","2","1","3","[NEEDS CLARIFICATION] Which news-event source or existing event feed should the system use to identify relevant local news events?","","","","","",""
"US25_CD_R2_Q04","US25_CD_R2","US25","CD","2","1","4","[NEEDS CLARIFICATION] What types of content items are eligible to be recommended based on local news events?","","","","","",""
"US25_CD_R3_Q01","US25_CD_R3","US25","CD","3","1","1","[NEEDS CLARIFICATION] What geographic granularity should “my area” use for profile-based location: neighborhood, city, region, ZIP/postal code, or another boundary?","","","","","",""
"US25_CD_R3_Q02","US25_CD_R3","US25","CD","3","1","2","[NEEDS CLARIFICATION] How recent must a news event be to count as “current,” and after what threshold should it be treated as stale?","","","","","",""
"US25_CD_R3_Q03","US25_CD_R3","US25","CD","3","1","3","[NEEDS CLARIFICATION] Which news-event sources or signals are considered authoritative enough to drive recommendations?","","","","","",""
"US25_CS_R1_Q01","US25_CS_R1","US25","CS","1","1","1","[NEEDS CLARIFICATION] Should “my area” be limited strictly to the municipality registered in the profile service, or may users manually confirm/change the area used for recommendations?","","","","","",""
"US25_CS_R1_Q02","US25_CS_R1","US25","CS","1","1","2","[NEEDS CLARIFICATION] What qualifies a news event as “current” versus stale for recommendation purposes?","","","","","",""
"US25_CS_R1_Q03","US25_CS_R1","US25","CS","1","1","3","[NEEDS CLARIFICATION] How should “most relevant” rank recency, local significance, and match to available recommendable content when these factors conflict?","","","","","",""
"US25_CS_R1_Q04","US25_CS_R1","US25","CS","1","1","4","[NEEDS CLARIFICATION] If the profile service has no registered municipality for the user, what should the recommendation experience do?","","","","","",""
"US25_CS_R1_Q05","US25_CS_R1","US25","CS","1","1","5","[NEEDS CLARIFICATION] Should recommendations expose any explanation that they were influenced by local news events, or is news-based ranking internal only?","","","","","",""
"US25_CS_R2_Q01","US25_CS_R2","US25","CS","2","1","1","[NEEDS CLARIFICATION] Should “my area” be strictly the municipality registered in the profile service, or should users also be able to confirm/change the area within the recommendation experience?","","","","","",""
"US25_CS_R2_Q02","US25_CS_R2","US25","CS","2","1","2","[NEEDS CLARIFICATION] What time window defines a “current” local news event versus a stale event?","","","","","",""
"US25_CS_R2_Q03","US25_CS_R2","US25","CS","2","1","3","[NEEDS CLARIFICATION] How should “most relevant” news events be scored or prioritized when recency, local significance, and content availability conflict?","","","","","",""
"US25_CS_R2_Q04","US25_CS_R2","US25","CS","2","1","4","[NEEDS CLARIFICATION] What fallback geographic scope should be used when no relevant news exists for the user’s municipality?","","","","","",""
"US25_CS_R2_Q05","US25_CS_R2","US25","CS","2","1","5","[NEEDS CLARIFICATION] What information does the platform’s news service provide for each event, especially location, timestamp, topic, significance, and duplicate detection fields?","","","","","",""
"US25_CS_R3_Q01","US25_CS_R3","US25","CS","3","1","1","[NEEDS CLARIFICATION] What definition of “current” should be used to decide whether a news event is eligible for recommendations?","","","","","",""
"US25_CS_R3_Q02","US25_CS_R3","US25","CS","3","1","2","[NEEDS CLARIFICATION] What geographic fallback should the system use when the user’s registered municipality has no relevant news events?","","","","","",""
"US25_CS_R3_Q03","US25_CS_R3","US25","CS","3","1","3","[NEEDS CLARIFICATION] What should happen if the municipality in the profile service is missing, invalid, or outdated?","","","","","",""
"US25_CS_R3_Q04","US25_CS_R3","US25","CS","3","1","4","[NEEDS CLARIFICATION] What evidence or signal from the news service determines that a news event is locally significant enough to influence ranking?","","","","","",""
"US25_CT_R1_Q01","US25_CT_R1","US25","CT","1","1","1","[NEEDS CLARIFICATION] When no eligible local news events exist, should the system return broader/general recommendations as currently specified, or should it state that no local recommendations are available and avoid expanding the region as stated in context?","","","","","",""
"US25_CT_R1_Q02","US25_CT_R1","US25","CT","1","1","2","[NEEDS CLARIFICATION] Should the user’s area be strictly the municipality from the profile service, or should users also be allowed to confirm/change the area within the recommendation experience?","","","","","",""
"US25_CT_R1_Q03","US25_CT_R1","US25","CT","1","1","3","[NEEDS CLARIFICATION] Should “current” news events be defined strictly as events from the last 24 hours?","","","","","",""
"US25_CT_R1_Q04","US25_CT_R1","US25","CT","1","1","4","[NEEDS CLARIFICATION] Should the recommendation list be capped at a maximum of ten items?","","","","","",""
"US25_CT_R1_Q05","US25_CT_R1","US25","CT","1","1","5","[NEEDS CLARIFICATION] Should relevance ranking use only the combined score of recency and assigned event importance, or should content fit/availability also affect the ranking score?","","","","","",""
"US25_CT_R2_Q01","US25_CT_R2","US25","CT","2","1","1","[NEEDS CLARIFICATION] If the profile service has no municipality for the user, should the system ask the user to set one before showing local recommendations, or should it return no local recommendations?","","","","","",""
"US25_CT_R2_Q02","US25_CT_R2","US25","CT","2","1","2","[NEEDS CLARIFICATION] When no eligible local news events exist in the user’s municipality within the last 24 hours, should the system return an empty/local-unavailable state only, or still provide non-local/general recommendations?","","","","","",""
"US25_CT_R2_Q03","US25_CT_R2","US25","CT","2","1","3","[NEEDS CLARIFICATION] Should users be able to change the recommendation area directly in this feature, or is the area always controlled only by the municipality stored in the profile service?","","","","","",""
"US25_CT_R2_Q04","US25_CT_R2","US25","CT","2","1","4","[NEEDS CLARIFICATION] What does “importance attributed to the event” mean operationally: is it supplied by the news service, computed by this feature, or configured by editors/admins?","","","","","",""
"US25_CT_R2_Q05","US25_CT_R2","US25","CT","2","1","5","[NEEDS CLARIFICATION] Should the recommendation result include an explanation or rationale tying each content item to the local news event, or only return the ranked content items?","","","","","",""
"US25_CT_R3_Q01","US25_CT_R3","US25","CT","3","1","1","[NEEDS CLARIFICATION] When no eligible local news events exist, should the system return broader/general recommendations, or should it state that no local recommendations are available without widening the region?","","","","","",""
"US25_CT_R3_Q02","US25_CT_R3","US25","CT","3","1","2","[NEEDS CLARIFICATION] Is the user’s area strictly the municipality stored in the profile service, or must users also be able to confirm/change the area within the recommendation experience?","","","","","",""
"US25_CT_R3_Q03","US25_CT_R3","US25","CT","3","1","3","[NEEDS CLARIFICATION] Should recommendable content be limited to items directly associated with eligible news events, or may it include broader topical/regional content related to those events?","","","","","",""
