user_story_id,condition,gap_id,ref_id,category,importance,gap_state,reference_information
US25,CS,G02,L02,Léxica,Necessária,Open,News event é um acontecimento noticioso identificado a partir das fontes de notícias cadastradas.
US25,CS,G03,L03,Léxica,Necessária,Open,A área do usuário corresponde ao município associado ao seu perfil.
US25,CS,G04,O01,Operacional,Necessária,Open,A relevância é determinada por uma pontuação que combina recência e importância atribuída ao evento.
US25,CS,G05,O02,Operacional,Necessária,Open,Apenas eventos noticiosos das últimas 24 horas são elegíveis para recomendação.
US25,CS,G06,O03,Operacional,Complementar,Open,O sistema retorna no máximo dez recomendações.
US25,CS,G07,O04,Operacional,Necessária,Open,"As recomendações são ordenadas pela pontuação de relevância, da maior para a menor."
US25,CS,G08,O05,Operacional,Necessária,Open,O sistema informa que não existem recomendações locais disponíveis e não amplia automaticamente a região.
US25,CS,G09,S01,Sistêmica,Necessária,Answered,A área do usuário é obtida do município registrado no serviço de perfil.
US25,CS,G10,S02,Sistêmica,Necessária,Answered,Os eventos são obtidos do serviço de notícias utilizado pela plataforma.
US25,CS,G11,D01,Decisória,Complementar,Open,Foi decidido utilizar a localização registrada no perfil e não exigir acesso à localização atual do dispositivo.
US25,CT,G01,L01,Léxica,Necessária,Answered,Conteúdo recomendado é um item de conteúdo associado a um evento noticioso elegível.
US25,CT,G02,L02,Léxica,Necessária,Answered,News event é um acontecimento noticioso identificado a partir das fontes de notícias cadastradas.
US25,CT,G03,L03,Léxica,Necessária,Answered,A área do usuário corresponde ao município associado ao seu perfil.
US25,CT,G04,O01,Operacional,Necessária,Answered,A relevância é determinada por uma pontuação que combina recência e importância atribuída ao evento.
US25,CT,G05,O02,Operacional,Necessária,Answered,Apenas eventos noticiosos das últimas 24 horas são elegíveis para recomendação.
US25,CT,G06,O03,Operacional,Complementar,Answered,O sistema retorna no máximo dez recomendações.
US25,CT,G07,O04,Operacional,Necessária,Answered,"As recomendações são ordenadas pela pontuação de relevância, da maior para a menor."
US25,CT,G08,O05,Operacional,Necessária,Answered,O sistema informa que não existem recomendações locais disponíveis e não amplia automaticamente a região.
US25,CT,G09,S01,Sistêmica,Necessária,Answered,A área do usuário é obtida do município registrado no serviço de perfil.
US25,CT,G10,S02,Sistêmica,Necessária,Answered,Os eventos são obtidos do serviço de notícias utilizado pela plataforma.
US25,CT,G11,D01,Decisória,Complementar,Answered,Foi decidido utilizar a localização registrada no perfil e não exigir acesso à localização atual do dispositivo.
